"Story","Title","Result","Date","Stability","Duration (s)"
"ANZ Customer using HomeLoan borrowing power calculator to get a quick estimate on how much","Anna checking her borrowing power by using online ANZ homeloan calculator","SUCCESS","2021-12-07T01:42:41.984851Z[UTC]","0.0","244.73"
