"Story","Title","Result","Date","Stability","Duration (s)"
"ANZ Customer using HomeLoan borrowing power calculator to get a quick estimate on how much","Anna checking her borrowing power by using online ANZ homeloan calculator","SUCCESS","2021-12-07T02:01:44.77493Z[UTC]","0.0","245.09"
